t,cpu_pct,mem_pct,accel_raw
155.72,3.3057851239669422,14.432613005065955,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
156.87,3.389830508474576,14.41672988913634,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
158.02,1.7094017094017093,14.427351264041507,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
159.17,3.361344537815126,14.428893076527741,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
160.33,5.2631578947368425,14.430410415799907,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
161.48,1.694915254237288,14.416827781992609,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
162.63,4.166666666666667,14.402143853552287,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
163.79,2.5210084033613445,14.409852915983457,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
164.94,2.5210084033613445,14.418932478402388,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
166.09,5.084745762711864,14.425099728347323,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
167.25,0.8620689655172413,14.426641540833558,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
168.4,4.098360655737705,14.432808790778493,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
169.55,3.389830508474576,14.437434228237194,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
170.7,1.7094017094017093,14.437434228237194,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
171.86,4.132231404958677,14.438804728224957,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
173.01,3.389830508474576,14.441839406769292,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
174.16,3.3333333333333335,14.446513790656127,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
175.31,0.8771929824561403,14.42688627297423,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
176.46,1.694915254237288,14.43116908543599,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
177.62,4.098360655737705,14.420792442671496,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
178.77,2.5210084033613445,14.428501505102664,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
179.92,0.8547008547008547,14.434472969335063,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
181.07,0.8547008547008547,14.451775531680576,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
182.23,1.680672268907563,14.437116076454322,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
183.38,2.5641025641025643,14.437018183598052,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
184.53,0.8547008547008547,14.435476371111818,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
185.68,5.217391304347826,14.435476371111818,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
186.84,1.7094017094017093,14.438559996084285,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
187.99,2.5641025641025643,14.438559996084285,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
189.14,1.694915254237288,14.425197621203592,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
190.29,3.3333333333333335,14.419764567680673,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
191.45,3.3057851239669422,14.422995031937544,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
192.6,3.3333333333333335,14.432245906854947,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
193.75,5.645161290322581,14.433787719341181,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
194.9,4.166666666666667,14.439783656787647,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
196.05,3.3333333333333335,14.441080737133207,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
197.2,2.5641025641025643,14.429088862240278,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
198.36,3.361344537815126,14.432172487212746,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
199.51,3.361344537815126,14.432172487212746,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
200.66,4.201680672268908,14.446171165659186,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
201.81,1.694915254237288,14.43266195149409,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
202.96,4.098360655737705,14.441888353197426,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
204.11,3.3333333333333335,14.432808790778493,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
205.26,2.5210084033613445,14.438976040723428,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
206.42,4.918032786885246,14.443258853185188,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
207.57,4.201680672268908,14.424194219426838,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
